submission_id,comment_id,name,organization,date,comment_text
15153,15153-26033,Joann Ariola,New York City Council,"September 9, 2022","ST September 9, 2022 Honorable Kathy Hochul Governor State of New York 633 3rd Ave 38th floor New York, NY 10017 Dear Governor Hochul:"
15153,15153-26030,Joann Ariola,New York City Council,"September 9, 2022",We are writing to ask that you withdraw your support for the Metropolitan Transportation Authority’s (MTA) “Central Business District Tolling Program.”
15153,15153-26031,Joann Ariola,New York City Council,"September 9, 2022","The Environmental Assessment (EA) released by the MTA on August 10th makes it clear that the only objectives of the Central Business District Tolling Program (CBD) are to 1) reduce the miles vehicles travel within Central Manhattan by five percent; 2) reduce the number of cars coming into Central Manhattan by 10 percent; and 3) create a significant new funding source for the MTA. To create this marginal traffic benefit to Manhattan residents living within the proposed central business district, the CBD tolling program would charge an exorbitant toll for driving, which would effectively redisperse traffic congestion across other parts of New York City and the tri-state area, rather than reducing overall traffic. This toll, along with the negative environmental and financial impacts of this increased traffic in their communities, would disproportionately harm low and middle-income outer borough residents. Furthermore, at no point does the EA provide any conclusive evidence that this program would provide a source of revenue that is a stable and sustainable, nor does the MTA commit to specifically improving public transportation in areas of the city where it is significantly lacking."
15153,15153-26035,Joann Ariola,New York City Council,"September 9, 2022","Once again, we should look to London, where the clogged main and arterial roadways across the city have had a particularly deleterious impact on communities outside the congestion pricing zone. Spillover traffic and motorists trying to avoid congestion now take circuitous routes through residential areas across the city and in neighborhoods in Outer London – what locals pejoratively call “rat running.” Rat running has led to traffic in otherwise quiet, arterial roads to double in the decade between 2009 and 2019, according to DfT data. The problem has gotten so bad that many borough officials began taking matters into their own hands, embarking on a new car-reduction plan called Low Traffic Neighborhoods by erecting barriers to prevent outside motorists from using their streets. The EA supports this:"
15153,15153-26038,Joann Ariola,New York City Council,"September 9, 2022","• Those travelling outside the CBD will see no reduction, and likely higher traffic volumes, despite the overwhelming number of New Yorkers who face congestion in Brooklyn, Queens, Staten Island, the Bronx, Nassau, on Long Island, the Hudson Valley, New Jersey, and Connecticut. In fact, even the optimistic data within the EA, shows traffic overall getting worse for Long Island, New Jersey, and Connecticut. In sum, the people who will pay the price get worse traffic. (Table ES-4) Mid-day and PM traffic volumes approaching the westbound George Washington Bridge will result in additional traffic throughout its northern Manhattan and South Bronx approaches. (4B-21) The EA estimates this will double pedestrian volume at already overcrowded NYC Subway stations in and around the central business district. (Table ES-4) The CBD Tolling Program Could Have Disastrous Health Impacts"
15153,15153-26043,Joann Ariola,New York City Council,"September 9, 2022","Even so, these estimates are troubling, especially when you look at the effect London’s congestion pricing has had on air pollution in Outer London and its suburbs over the last two decades. The toxic air pollution being caused by the increased traffic there is leading to nearly 4,000 premature deaths a year and children being born at lower birthweight, stunted lungs, and higher incidences of asthma, according to a recent study by the Imperial College of London. The CBD Tolling Program is a Regressive Tax"
15153,15153-26039,Joann Ariola,New York City Council,"September 9, 2022","Other concerning EA findings: • In every scenario, Staten Island will see more congestion from personal vehicles and trucks on highways and local streets. (Table 4A-25 & 4A-26) • In every alternative, the Bronx will see more traffic from thousands of additional commercial trucks, and in almost every scenario, the Bronx will see more traffic from personal vehicles. (Table 4A-28 &4A-29) Most of this additional traffic will be on the Cross Bronx Expressway, which has the distinction of having some of the worst asthma health outcomes in the nation. This tolling program will have little impact on the day-to-day life of wealthy commuters or residents within the Manhattan CBD. But the vast majority of the 1,856,000 people who enter the CBD by car each day – working- and middle-class residents of the outer boroughs and suburbs - and will now be forced to pay for these fortunate few. That is far greater than the entire population and beneficiaries living within the CBD. (EA Page 1-13). Even the EA begrudgingly admits, this toll would disproportionately impact on low-income New Yorkers, making this program a new regressive tax. (Table ES-4). Other EA findings:"
15153,15153-26042,Joann Ariola,New York City Council,"September 9, 2022","• The amount of total vehicle miles traveled throughout the 28-county study area will be reduced by between 0.2% and 0.4% by implementing any of the tolling scenarios as compared to taking no action, and by 2045, that number will only climb to a maximum of 0.5% at best. Meaning, it is a $1 billion annual tax on the region, without any regional benefit. (Table 4A-6, 4A-7 & 4A-14) The increase in daily commuting costs for auto drivers from New York City outside of the CBD will range from 7.9% to 37.2%, most significantly impacting lower income and minority drivers. Increases to Long Island, Hudson Valley, New Jersey, and Connecticut drivers will range from 5.8% to 26.5% (Table 4A-18) Drivers from New York City outside of the CBD can possibly face total daily tolls of up to $38.20, with the tolls having a disproportionate effect on lowincome families (Table 4A-19) No alternatives to generate $1 billion in revenue other than car-related fees were considered by the MTA that could spread the cost out more equitable and progressively through the regional population. The EA estimates the CBD Tolling Program would increase dangerous atmospheric pollutants – particulate matter, nitrogen dioxide, carbon monoxide, and volatile organic compounds – for Staten Island and the Bronx (Table 10-8). Considering the predicted increases in spillover traffic, particularly the hundreds of new trucks expected to fill the roads in these boroughs each hour, these estimates are laughably low and defy common sense (Table ES-4). Congestion Pricing Is Not a Budget Unicorn"
15153,15153-26044,Joann Ariola,New York City Council,"September 9, 2022","Congestion charge payments in London accounted for £232m (about $275 million) in revenue in 2021, or less than four percent of the total revenue for Transport for London (TfL), the city’s public transportation agency. Those figures came in after Mayor Sadiq Kahn increased the daily rate from £11.50 to £15 ($13 to $17.75) and adjusted the operating hours to includes 6PM-10PM and weekends to try to boost the agency’s income. The city’s congestion charge has failed to generate enough revenue to help TfL survive a precipitous drop in ridership and an economic downturn. The agency recently needed a $6 billion bailout from the federal government just to stay afloat. Considering London’s significantly higher traffic volumes, there is no chance the CBD Tolling Program would come close to generating the $1 billion MTA is projecting in the EA – especially when that figure does not incorporate exemptions that are being considered for New Jersey drivers, for-hire vehicles, and others. Given the MTA’s long, notorious history of fiscal mismanagement, cost-overruns, and failures to meet even the most generous project deadlines, it is simply magical"
15153,15153-26045,Joann Ariola,New York City Council,"September 9, 2022","Given all of these factors, to say that the Central Business District Tolling Program is problematic is an understatement: It is a disaster waiting to happen. We cannot in good conscience support a project that would be so harmful to so many New York City residents, and as leader of this state, we urge you to reconsider. Thank you for your time, courtesy, and consideration. Very truly yours, Joseph C. Borelli Council Minority Leader District 51 Nicole Malliotakis Member of Congress NY-11 David Carr Council Member District 50 Kamillah Hanks Council Member District 49 Inna Vernikov Minority Whip District 48 Ari Kagan Council Member District 47 Kalman Yeger Council Member District 44 Joann Ariola Council Member District 32 Robert Holden Council Member District 30 Vickie Paladino Council Member District 19 Andrew J. Lanza NYS Senator District 24 Diane J. Savino NYS Senator District 23 Simcha Felder NYS Senator District 17 Vito Fossella Borough President Staten Island Michael Tannousis Member of Assembly District 64 Michael Cusick Member of Assembly District 63 Michael W. Reilly Member of Assembly District 62 Charles D. Fall Member of Assembly District 61 Nikki Lucas Member of Assembly District 60 Simcha Eichenstein Member of Assembly District 48"
14882,14882-25898,Alexa Aviles,NYC Council,"September 22, 2022","September 22, 2022 Hon. Stephanie Pollack Acting Administrator, Federal Highway Administration U.S. Department of Transportation 1200 New Jersey Avenue, SE Washington, DC 20590 reliability of bus service and increase transit ridership. Without these investments, the MTA will be unable to adequately maintain the system and, in turn, our residents and economy will suffer. We are hopeful that meaningful mitigation measures will be incorporated into the final plan. Those measures should decrease the impact on the Cross Bronx Expressway and ensure all New Yorkers have cleaner air. Cities around the world have successfully implemented congestion pricing plans for decades, resulting in increased mobility, investments for public transit, economic benefits, and significant improvements in air quality. It’s long past time for New York City to experience these same gains. We cannot afford any further delay in implementing this plan. Sincerely, Dear Administrator Pollack,"
14882,14882-25896,Alexa Aviles,NYC Council,"September 22, 2022","As elected officials representing Brooklyn, we are writing to urge the Federal Highway Administration (FHWA) to expeditiously approve the New York Metropolitan Transportation Authority’s (MTA) Central Business District Tolling Program to facilitate implementation over the next year. It is vital that we continue to move forward on schedule, so that our City can begin to reap the benefits, including: reduced traffic in our neighborhoods, improved air quality and quality of life for the region, and substantial investment in the public transit system on which all New Yorkers rely. Transportation is the second largest source of emissions in the City. To combat the climate crisis we must reduce our reliance on cars and invest in improved public transit in order to drive down emissions. The Tolling Program will reduce the daily vehicle-miles traveled within the Manhattan Central Business District (CBD) by at least 5% and reduce the overall number of vehicles entering the CBD by at least 10%. The resulting decrease in emissions will improve air quality not only for the CBD, but the entire region. New Yorkers will face fewer public health threats from polluted air and enjoy the lasting benefits of a permanent reduction in emissions. New York City’s economy is deeply dependent on the success of our mass transit system. Congestion pricing will generate revenue to fund $15 billion in desperately needed capital investments for the MTA. These funds will ensure that New Yorkers have ongoing access to affordable, reliable transit. Additionally, the reduction in passenger vehicles will improve the Hon. Antonio Reynoso Brooklyn Borough President Hon. Lincoln Restler City Council, District 33 Hon. Robert Carroll NYS Assembly, District 44 Hon. Jo Anne Simon NYS Assembly, District 52 Hon. Shahana Hanif City Council, District 39 Hon. Marcela Mitaynes, NYS Assembly, District 51"
14221,14221-25686,Diana Ayala,"Deputy Speaker, District 8","September 16, 2022","The Central Business District Tolling Program (CBDTP), better known as congestion pricing, will benefit the greater New York City metropolitan area. While the overall impact of the CBDTP will be positive and will ultimately cause an overall reduction of mobile air toxins across the region, the proposed program increases air pollution within the Bronx. Even as the Bronx has taken steps forward with reducing carbon emissions, this is a step back for the neighborhoods surrounding the Cross Bronx Expressway, due to the increased air pollution from vehicles on the highway. The MTA's report notes an overall decline in air pollution across the city and region, but an increase for the Bronx. This is primarily due to increased vehicle miles traveled on the Cross Bronx Expressway, and the reality is there would be an additional increase on other highways, including the Bruckner Expressway and Major Deegan, through secondary transportation pressure, even if the methodology doesn’t show an increase. The CBDTP is therefore an issue affecting health, equity, and environmental justice issues for the communities we represent, which have historically taken on more than their fair share for decades. In order to have our support for the CBDTP, these Bronx neighborhoods need to see direct benefits that will result in a reduction of mobile air toxins. The best solution would be prioritizing the capital funding for the capping of the Cross Bronx Expressway. Money was allocated as part of the bipartisan infrastructure bill that Senator Chuck Schumer and Congressman Ritchie Torres were both instrumental in getting passed, but the project will need additional resources and it should be prioritized by the city and state. It is also important that the deck on top of the Cross Bronx provide additional long-term benefits, such as providing green space or by creating a public transportation light rail line. This line could provide an east-west railway link stretching from Washington Heights to Parkchester, creating connections across eight subway lines and serving the nearly 600,000 people that live in adjacent neighborhoods. In addition to fully funding the Cross Bronx decking, further priority should be given to projects that would reduce greenhouse gas emissions, such as providing free buses across the entire city, or, at a minimum, within Bronx environmental justice areas harmed by the CBDTP to further incentivize public transportation options for residents that need it the most. The city should also pass electric vehicle supportive legislation that will remove hurdles for where electric vehicle charging stations can be located and provide opportunities for electric vehicle investment across the city. This will encourage the transition to electric vehicles, which will be key to reducing emissions within the city. Other ways the city can support these environmental justice areas include prioritizing and further incentivizing renewable energy bonuses for building upgrades. The Bronx has many buildings with low-income residents and the city needs to support improvements to these buildings in order for building upgrades to happen. For NYCHA buildings, the city needs to prioritize and fully fund renewable energy upgrades. OFFICE OF THE BRONX BOROUGH PRESIDENT - 851 GRAND CONCOURSE, SUITE 301, BRONX, NY 10451 - (718) 590-3500"
14221,14221-25687,Diana Ayala,"Deputy Speaker, District 8","September 16, 2022","We acknowledge that the CBDTP will be a benefit for much of the city, but the Bronx has been burdened by the Cross Bronx since its construction under the notion that it is good for the region as a whole. With the CBDTP adding to that historical burden, it is time the Bronx receives major capital improvements that will provide real health benefits in these environmental justice communities. Sincerely, Vanessa L. Gibson Bronx Borough President Luis Sepulveda State Senator – District 32 Alessandra Biaggi – State Senator – District 34 Jamaal T. Bailey State Senator – District 36 Chantel Jackson Assembly Member - District 79 Nathalia Fernandez Assembly Member – District 80 Jeffery Dinowitz Assembly Member – District 81 Kenneth Burgos Assembly Member – District 85 Diana Ayala Deputy Speaker – District 8 Eric Dinowitz Council Member – District 11 Kevin Riley Council Member – District 12 Marjorie Velázquez Council Member – District 13 Althea Stevens Council Member – District 16 Amanda Farias Council Member – District 18 OFFICE OF THE BRONX BOROUGH PRESIDENT - 851 GRAND CONCOURSE, SUITE 301, BRONX, NY 10451 - (718) 590-3500"
14216,14216-25666,Jamaal Bailey,"NY State Senator, District 36","September 16, 2022","The Central Business District Tolling Program (CBDTP), better known as congestion pricing, will benefit the greater New York City metropolitan area. While the overall impact of the CBDTP will be positive and will ultimately cause an overall reduction of mobile air toxins across the region, the proposed program increases air pollution within the Bronx. Even as the Bronx has taken steps forward with reducing carbon emissions, this is a step back for the neighborhoods surrounding the Cross Bronx Expressway, due to the increased air pollution from vehicles on the highway. The MTA's report notes an overall decline in air pollution across the city and region, but an increase for the Bronx. This is primarily due to increased vehicle miles traveled on the Cross Bronx Expressway, and the reality is there would be an additional increase on other highways, including the Bruckner Expressway and Major Deegan, through secondary transportation pressure, even if the methodology doesn’t show an increase. The CBDTP is therefore an issue affecting health, equity, and environmental justice issues for the communities we represent, which have historically taken on more than their fair share for decades. In order to have our support for the CBDTP, these Bronx neighborhoods need to see direct benefits that will result in a reduction of mobile air toxins. The best solution would be prioritizing the capital funding for the capping of the Cross Bronx Expressway. Money was allocated as part of the bipartisan infrastructure bill that Senator Chuck Schumer and Congressman Ritchie Torres were both instrumental in getting passed, but the project will need additional resources and it should be prioritized by the city and state. It is also important that the deck on top of the Cross Bronx provide additional long-term benefits, such as providing green space or by creating a public transportation light rail line. This line could provide an east-west railway link stretching from Washington Heights to Parkchester, creating connections across eight subway lines and serving the nearly 600,000 people that live in adjacent neighborhoods. In addition to fully funding the Cross Bronx decking, further priority should be given to projects that would reduce greenhouse gas emissions, such as providing free buses across the entire city, or, at a minimum, within Bronx environmental justice areas harmed by the CBDTP to further incentivize public transportation options for residents that need it the most. The city should also pass electric vehicle supportive legislation that will remove hurdles for where electric vehicle charging stations can be located and provide opportunities for electric vehicle investment across the city. This will encourage the transition to electric vehicles, which will be key to reducing emissions within the city. Other ways the city can support these environmental justice areas include prioritizing and further incentivizing renewable energy bonuses for building upgrades. The Bronx has many buildings with low-income residents and the city needs to support improvements to these buildings in order for building upgrades to happen. For NYCHA buildings, the city needs to prioritize and fully fund renewable energy upgrades. OFFICE OF THE BRONX BOROUGH PRESIDENT - 851 GRAND CONCOURSE, SUITE 301, BRONX, NY 10451 - (718) 590-3500"
14216,14216-25667,Jamaal Bailey,"NY State Senator, District 36","September 16, 2022","We acknowledge that the CBDTP will be a benefit for much of the city, but the Bronx has been burdened by the Cross Bronx since its construction under the notion that it is good for the region as a whole. With the CBDTP adding to that historical burden, it is time the Bronx receives major capital improvements that will provide real health benefits in these environmental justice communities. Sincerely, Vanessa L. Gibson Bronx Borough President Luis Sepulveda State Senator – District 32 Alessandra Biaggi – State Senator – District 34 Jamaal T. Bailey State Senator – District 36 Chantel Jackson Assembly Member - District 79 Nathalia Fernandez Assembly Member – District 80 Jeffery Dinowitz Assembly Member – District 81 Kenneth Burgos Assembly Member – District 85 Diana Ayala Deputy Speaker – District 8 Eric Dinowitz Council Member – District 11 Kevin Riley Council Member – District 12 Marjorie Velázquez Council Member – District 13 Althea Stevens Council Member – District 16 Amanda Farias Council Member – District 18 OFFICE OF THE BRONX BOROUGH PRESIDENT - 851 GRAND CONCOURSE, SUITE 301, BRONX, NY 10451 - (718) 590-3500"
9131,9131,District Leader Lee Berman,"District Leader, Lower East Side","August 25, 2022","Hi. I'm Lee Berman, District Leader from the Lower East Side of Manhattan, a Transit desert. And I represent thousands of residents within the Central Business District, many of whom have lived here for generations that would be irreparably and negatively affected by this ridiculous plan. If this illconceived and discriminatory plan is approved, an exemption for all residents who live in Lower Manhattan must be granted. Those of us who live here, who, unlike as stated in your Environmental Assessment, do not have the ability to just pick up and move to outside the zone, should not have to pay an additional tax on topof the taxes and fees we are already forced to pay to live here. The purported credit for those earning under $60,000 will still require them to fork over this tax and then wait to get a refund when they file their income taxes. And if you earn one dollar over the 60,000-dollar threshold, you're totally screwed. Many in this very community, this Transit desert, require the use of a car; whether to get to and from their job, to get to doctors' appointments, to pick up their children from after-school programs or extracurricular activities, or who wish to visit family who live too far to visit on unsafe and unreliable mass transit. Or because taking a family of four, or six, or eight, on buses and trains for two to three-plus hours each way is not possible for them. You're going to tax Orthodox Jews who drive to Brooklyn to buy kosher food. In Chinatown, residents can drive to Sunset Park, get to other Chinatown to shop for their families because they don't want to risk being victims of hate crimes on the subway. Congestion pricing will further tax the working middle class, the lower income families of Lower Manhattan. One of the things the pandemic has shown is that more and more residents who can afford to, will leave. But too many of us in Lower Manhattan do not have that luxury, no matter what the anti-car fanatics claim. Every Lower Manhattan resident will now have to pay higher prices for everyday goods and services, including those who can least afford to. That includes those of us living in poverty and the disabled. Our local bodegas, supermarkets and other stores are not going to eat the increased fees they have to pay for deliveries. Every store is going to pass along the cost of their suppliers' transportation to all of us in Lower Manhattan. And while the bougie side -listen, those of you making this decision to act like communities can afford it, we cannot. You insult New Yorkers' intelligence by telling us that the MTA, which for generations have squandered our tax dollars and fares to the tune of hundreds of billions of dollars over the years, will actually spend this newfound tax to actually improve transit and not waste it. If you believe that, then I have a bridge to sell you. No. We will not let you bleed the workingclass people of Lower Manhattan dry so that you can continue the wasteful spending of the MTA on the backs of our residents. Response to District Leader Lee Berman, District Leader, Lower East Side, August 25, 2022 (Submission 9131) 9131-8936 See Frequently Received Comment 18. 9131-8937 See Frequently Received Comment 37 and Comment 27. 9131-8938 See Frequently Received Comment 23 and Comment 25. 9131-8939 See Frequently Received Comment 25. 9131-8940 See Frequently Received Comment 28. 9131-8941 See Frequently Received Comment 32. 9131-8942 See Frequently Received Comment 5"
14215,14215-25662,Alessandra Biaggi,"State Senator, Distcit 34","September 16, 2022","The Central Business District Tolling Program (CBDTP), better known as congestion pricing, will benefit the greater New York City metropolitan area. While the overall impact of the CBDTP will be positive and will ultimately cause an overall reduction of mobile air toxins across the region, the proposed program increases air pollution within the Bronx. Even as the Bronx has taken steps forward with reducing carbon emissions, this is a step back for the neighborhoods surrounding the Cross Bronx Expressway, due to the increased air pollution from vehicles on the highway. The MTA's report notes an overall decline in air pollution across the city and region, but an increase for the Bronx. This is primarily due to increased vehicle miles traveled on the Cross Bronx Expressway, and the reality is there would be an additional increase on other highways, including the Bruckner Expressway and Major Deegan, through secondary transportation pressure, even if the methodology doesn’t show an increase. The CBDTP is therefore an issue affecting health, equity, and environmental justice issues for the communities we represent, which have historically taken on more than their fair share for decades. In order to have our support for the CBDTP, these Bronx neighborhoods need to see direct benefits that will result in a reduction of mobile air toxins. The best solution would be prioritizing the capital funding for the capping of the Cross Bronx Expressway. Money was allocated as part of the bipartisan infrastructure bill that Senator Chuck Schumer and Congressman Ritchie Torres were both instrumental in getting passed, but the project will need additional resources and it should be prioritized by the city and state. It is also important that the deck on top of the Cross Bronx provide additional long-term benefits, such as providing green space or by creating a public transportation light rail line. This line could provide an east-west railway link stretching from Washington Heights to Parkchester, creating connections across eight subway lines and serving the nearly 600,000 people that live in adjacent neighborhoods. In addition to fully funding the Cross Bronx decking, further priority should be given to projects that would reduce greenhouse gas emissions, such as providing free buses across the entire city, or, at a minimum, within Bronx environmental justice areas harmed by the CBDTP to further incentivize public transportation options for residents that need it the most. The city should also pass electric vehicle supportive legislation that will remove hurdles for where electric vehicle charging stations can be located and provide opportunities for electric vehicle investment across the city. This will encourage the transition to electric vehicles, which will be key to reducing emissions within the city. Other ways the city can support these environmental justice areas include prioritizing and further incentivizing renewable energy bonuses for building upgrades. The Bronx has many buildings with low-income residents and the city needs to support improvements to these buildings in order for building upgrades to happen. For NYCHA buildings, the city needs to prioritize and fully fund renewable energy upgrades. OFFICE OF THE BRONX BOROUGH PRESIDENT - 851 GRAND CONCOURSE, SUITE 301, BRONX, NY 10451 - (718) 590-3500"
